,prob_neg_drop_one_det,prob_neg_drop_zero_det,prob_neg_drop,lambda_rho,var,r,q_single,q_chip,q_chip_uncor,rho,lambda,r_like,Phi_like,q_chip_like,lambda_like,rho_like,var_lam_chip_like,var_r_chip_like,var_rho_chip_like,var_q_chip_like,cov_lam_r_chip_like,cov_lam_rho_chip_like,cov_lam_q_chip_like,cov_r_rho_chip_like,cov_r_q_chip_like,cov_rho_q_chip_like
0,0.4830508474576271,0.87,0.338,2.33,4.702505010020039,2.2882564955907703,0.5900713461233545,0.5287798361772207,0.4044049347314025,0.791175399699243,2.9449853987949135,2.2651985587374903,0.13111476319851,0.5270468076429738,2.9324983708790007,0.7945443459194813,0.05258158903072356,0.09566441294212583,0.002983451571425146,0.0011758106748657477,0.012543016849431304,-0.010600389593711155,0.004731559199896678,-0.003398461604430893,0.0,-0.0012819900079038546
1,0.45871559633027525,0.9285714285714286,0.318,2.466,5.407659318637275,2.0672536624047617,0.5120318798728614,0.4462701996784783,0.3791743326822462,0.8919247857677716,2.7648071220234787,2.0922268750854203,0.06034111169767435,0.43665278682881675,2.7410484770128707,0.8996557414728353,0.025324895588803253,0.07370434581900095,0.0014297459368042803,0.0009719456800676275,0.0044474021636683545,-0.004155425429572493,0.0017828551200917986,-0.0014597081827400888,0.0,-0.0005851614294515436
2,0.35964912280701755,0.8660714285714286,0.338,2.28,4.9114228456913835,1.9755091845127477,0.4466172756740532,0.506971530574753,0.3660553303448716,0.7777153007587541,2.9316640649548593,1.9326321028908868,0.1630694246220051,0.5103533983011759,2.966951493162604,0.7684655462869221,0.06020183236842287,0.05975708577252521,0.003149399266781797,0.0013502642864171664,0.009744553594013494,-0.011696376499453088,0.005566646905062521,-0.0025239218498188535,0.0,-0.0014418086594079785
3,0.4365079365079365,0.8791208791208791,0.328,2.49,5.881663326653308,1.8280411122403155,0.5327836037930014,0.5098889457281917,0.383263297905891,0.7946844295266564,3.1333192239379053,2.009487047715349,0.13385788364604853,0.5184273650189598,3.0922918136999837,0.8052280153407222,0.05713041035561873,0.06761605951258655,0.0029106074519617653,0.0011814173252519414,0.009050942626840103,-0.010787970256620429,0.00481447437437377,-0.0023568514899157873,0.0,-0.0012536816959545464
4,0.3779527559055118,0.8818181818181818,0.346,2.354,6.225134268537073,1.4314450534659702,0.4679682372338083,0.4794305960939419,0.33174797567810665,0.7790016116064958,3.0218165982294494,1.6149106944835807,0.18023085529092045,0.5218413017783482,3.069320169040057,0.766945079156152,0.06795332211535422,0.036516748209805584,0.003247543871116051,0.0013464774154802715,0.006581444762296449,-0.012530585977035276,0.005906775044575708,-0.00164453572654167,0.0,-0.001475952916158802
5,0.3697478991596639,0.8901098901098901,0.31,2.49,5.621142284569138,1.9801399733749783,0.4405485798050816,0.46723994667669605,0.35853585691661594,0.8305375430065938,2.9980583309768956,2.127827727958091,0.11952188457786146,0.49632636617290704,3.0419314727014557,0.8185588736450725,0.04993540200629183,0.07311421904344771,0.002643169903297568,0.0011805376371271752,0.008738749249511438,-0.009459675385367173,0.004298611644345486,-0.0023515259324347186,0.0,-0.0011567212270920104
6,0.34513274336283184,0.900990099009901,0.328,2.224,4.0659559118236475,2.685284684747416,0.39822489811153355,0.4660975231972233,0.37870516873180826,0.859338352635207,2.5880376375382124,2.645364613447569,0.088073704857396,0.48934458222408056,2.6528629818078295,0.8383395656885473,0.03297396815027995,0.16533935696444793,0.00233388891826868,0.0010567559964929734,0.01456204972659843,-0.007062096411356348,0.0030383700353644183,-0.004601799085383704,0.0,-0.0009601648608752075
7,0.36363636363636365,0.8804347826086957,0.306,2.546,5.7032905811623245,2.0530628503676316,0.43944734901878135,0.48636240471377135,0.37077525492748853,0.8163022819883494,3.118942646832313,2.0213447626284142,0.13722784115814743,0.49708184400996824,3.1727668616004685,0.8024541704635988,0.05928966188219795,0.060467921219575116,0.0028495341345459086,0.001267143414518509,0.008297882288283227,-0.010871480072822442,0.0050711847105629326,-0.0020986950944419567,0.0,-0.00128260080166423
8,0.42857142857142855,0.9345794392523364,0.334,2.406,5.271707414829659,2.0200373457679373,0.4741908265177098,0.45737223664643867,0.394714204882577,0.8964819061189002,2.6838243846060323,2.003316347515321,0.05914698264351512,0.44326941501645833,2.6667977574762562,0.9022056484241745,0.024289541666254126,0.0652879708758551,0.0014231257449230158,0.0009564635473386415,0.003861586480224522,-0.004010978338183372,0.0017040200024647616,-0.0013064152032413764,0.0,-0.0005764878371228238
9,0.3620689655172414,0.8434782608695652,0.326,2.268,4.92202004008016,1.93812553120158,0.4686628208322708,0.5010977695214155,0.3308498083140017,0.7455758612600036,3.0419439762536564,1.8684817838529815,0.19469038346849668,0.5001825499276333,3.073333224708788,0.7379609805295041,0.07440482593497962,0.05498071259388603,0.003478441187741721,0.0015405752326738927,0.010704216018274875,-0.013962336764198755,0.006971089870616503,-0.0025702692064555562,0.0,-0.001673880422376556
10,0.4083333333333333,0.9247311827956989,0.32,2.402,5.5234428857715425,1.848377244478686,0.4606652550443166,0.4206306615746952,0.34410873493705574,0.883331383243386,2.7192512861712426,2.1293190869299625,0.06741137070922439,0.45162748569226385,2.70746243077082,0.8871775920880076,0.02679542304974476,0.07647662505067554,0.0016303509468003432,0.0009908459911215967,0.005155394121881445,-0.0047498121578409755,0.0020556773739409282,-0.0016893125058113152,0.0,-0.0006736015547235076
11,0.3541666666666667,0.865979381443299,0.304,2.442,5.100837675350702,2.2428462088094308,0.43607696158648096,0.4837785301270901,0.3566627702390842,0.8024119326418494,3.0433246324739898,2.3643073035270263,0.14011457116928674,0.5128217848781073,3.1154336867415005,0.7838395053608542,0.061562995788625056,0.10704885917817132,0.003091671483884351,0.00126254558148549,0.01499910499791084,-0.011855778070997034,0.005454555654788259,-0.0037737574362286413,0.0,-0.0013723598819027707
12,0.42718446601941745,0.83,0.312,2.528,6.1054268537074154,1.786419194952093,0.571262539511602,0.5379396589508811,0.35031507798886474,0.7112068102470129,3.5545216434611855,1.8810388706463488,0.21552672392160055,0.5345400474894016,3.478265703433401,0.7267989899404774,0.10658190643223736,0.050503041466546474,0.003902367537685256,0.0015768096939571372,0.010884755075361506,-0.01812928597118389,0.00901541995184488,-0.0022744176750825107,0.0,-0.001883811840027691
13,0.38181818181818183,0.9072164948453608,0.296,2.51,5.528957915831663,2.086845916917807,0.4409712241847513,0.4289508229618835,0.3414703197066621,0.8671578428837804,2.8945134044487895,2.0270840351878983,0.08334389379023911,0.41974306228580294,2.8881382499460893,0.8690719705148644,0.03331382189645218,0.06158928976446145,0.0018270511916157006,0.0011354498837794868,0.005133091224745536,-0.005809880931912965,0.002629009445121981,-0.001544602549966378,0.0,-0.0007910973164172451
14,0.4818181818181818,0.8712871287128713,0.34,2.482,5.620917835671343,1.9625629986209716,0.5932147833954402,0.5508597054393098,0.42062229264551465,0.775211556915995,3.201706653954025,1.972459825671476,0.13868965060719549,0.5254476456783742,3.099787476866166,0.8007000539628158,0.059764546012070145,0.06142385248732197,0.0030269075651904514,0.0012066325238151727,0.008518852640414598,-0.011319608590330144,0.005080666103189166,-0.0022004882011386184,0.0,-0.0013123769462748413
15,0.37168141592920356,0.9340659340659341,0.306,2.46,5.11062124248497,2.2830874147551143,0.4099850815204335,0.4275662882711807,0.36909483204446314,0.9073213230822058,2.7112776228418003,2.3868127382625874,0.06008715741435783,0.4610705165138218,2.751231199961899,0.8941451376511244,0.026054285634813688,0.11408635320495611,0.001569639998665412,0.0009437175600573155,0.006855124663856224,-0.004617978829423084,0.0019565908741820993,-0.0022279030516461967,0.0,-0.0006358884766015722
