,q_0,a,b
0,0.15490706421611689,3.736204620161047,2.1840557667378815
1,0.0030563198379998714,0.008159417645943847,0.015258889866570619
2,0.008159417645943847,0.06228650748409029,0.03660962846877534
3,0.015258889866570619,0.03660962846877534,0.21571452536525115
