prob_neg_drop_one_det,prob_neg_drop_zero_det,prob_neg_drop,lambda_rho,var,r,q_single,q_chip,q_chip_uncor,rho,lambda,r_like,Phi_like,q_chip_like,lambda_like,rho_like,var_lam_chip_like,var_r_chip_like,var_rho_chip_like,var_q_chip_like,cov_lam_r_chip_like,cov_lam_rho_chip_like,cov_lam_q_chip_like,cov_r_rho_chip_like,cov_r_q_chip_like,cov_rho_q_chip_like,concentration,dataset,date,date_index
0.146153846153846,0.69060773480663,0.341860465116279,1.0953488372093,1.79741421369328,1.70894209480098,0.262817157300291,0.255609415278005,0,0.545895997842226,2.00651560286008,1.80184780911331,0.33725300034016,0.305285066815249,2.07243709875705,0.528531764783712,0.0535601868615456,0.109411586576756,0.0030891603750108,0.0026830134323953,0.0368993858449879,-0.0110165344276777,0.0066896211654944,-0.0094104171035074,0,-0.0017060480544638,0,0,20220531,1
0.120805369127517,0.848888888888889,0.462555066079295,0.777533039647577,1.00337933113555,2.67685434974605,0.151291586032582,0.13125561678486,0,0.75599563109653,1.02848880028554,2.86364601964169,0.0693640317166357,0.151138402756451,1.03009989940207,0.754813237142247,0.0091877073539495,0.934673962529008,0.0036724155319322,0.0009959215835732,0.0648327543815757,-0.0044717170557623,0.0005312721791073,-0.0475066750671571,0,-0.0003892935758448,0,1,20220531,2
0.246153846153846,0.805755395683453,0.333333333333333,1.56531531531532,2.83771073556627,1.9256687012261,0.341752800472882,0.318458114590998,0.0537605166783717,0.720263630319624,2.17325330534972,1.93760958295299,0.171031901351961,0.316920877696682,2.16442722095927,0.7232007157171,0.0311625681123638,0.113232251091793,0.0025351960611865,0.0017024778771578,0.0193663271985919,-0.0069640255541977,0.0034233950385425,-0.0064708767082618,0,-0.0011438600097438,0,2,20230131,1
0.0775862068965517,0.764227642276423,0.248868778280543,1.73981900452489,3.15437457034096,2.13987364063686,0.115115502181802,0.172609814675999,0,0.734828693994761,2.36765251376709,2.19396398071236,0.175692153379232,0.219704204234422,2.4309538081278,0.715693979337603,0.0363826655930706,0.133514025449183,0.0023379759706324,0.0016151452015415,0.0234573666374965,-0.0072980331762309,0.0032764633310324,-0.0069060530962949,0,-0.0009646193488745,2,0,20220531,1
0.471544715447154,0.893805309734513,0.640449438202247,0.862921348314607,1.3753112663225,1.45325508408154,0.569941394499679,0.611291941389818,0.395718640690381,0.643256742280242,1.34148822949867,1.46217372084367,0.223223221456814,0.62845321280177,1.38193655984547,0.624429060919482,0.0305406156440808,0.0955571366461939,0.0053835116649151,0.0017151502964763,0.0213305718753523,-0.0110703787022516,0.0045571069167187,-0.0096382347439242,0,-0.0020591321448464,2,1,20220531,2
0.231343283582089,0.801801801801802,0.469827586206897,0.890086206896552,1.25139178520891,2.19275179588446,0.319109625721205,0.353900755383789,0,0.637689234629472,1.39579933070963,2.14690147534802,0.170683702030461,0.358472220684818,1.40845050752297,0.631961295155441,0.0217311933707394,0.279364928053629,0.0037189038075938,0.001829178143625,0.0476830401376667,-0.0074951244542055,0.0027009422724613,-0.021395026407669,0,-0.0012118927626691,2,2,20230131,1
0.2,0.76605504587156,0.432258064516129,0.905376344086022,1.22809603262885,2.53999478039839,0.289959304738621,0.323309435126285,0,0.616481713535503,1.46861832915322,2.41078990361032,0.178193139011721,0.332870522394238,1.49629441724775,0.605079009618541,0.035002146922887,0.630540930362321,0.0052144442597724,0.0018620514678857,0.112358067656633,-0.0120454596558343,0.0029428340226895,-0.0454359165660587,0,-0.0011900379199409,2.5,2,20230131,1
0.483870967741936,0.776371308016878,0.550976138828633,0.815618221258134,1.14636423653683,2.01131095196337,0.706832065599421,0.614191571904724,0.149358075282556,0.45354974506274,1.79829937098809,1.88220683727097,0.327893486576473,0.581214038813144,1.70021748587262,0.479714053075702,0.079140200826285,0.304271283653187,0.006059799044897,0.0024670762361592,0.0997685720621424,-0.0203487255637358,0.0084434085228273,-0.0281495670237397,0,-0.0023822962402839,3,2,20230131,1
0.4625,0.761194029850746,0.353075170842825,2.79043280182232,5.4171685337161,2.96433140454224,0.666182487572481,0.751854013403121,0.553005684106341,0.555143494611938,5.02650725245897,2.90084572896364,0.462842274544,0.770003288988493,5.42459710207473,0.514403696590678,1.20295784706432,0.167753360224472,0.0106034076412384,0.0019353073949719,0.0776433468086937,-0.110711122892403,0.0443267006704673,-0.0073627633283195,0,-0.004203412392385,3.5,2,20230131,1
0.914285714285714,0.928571428571429,0.788154897494305,2.19134396355353,3.69846371475229,3.18620226613247,1.00778498952609,0.944948219143385,0.887201726478626,0.488055172636869,4.48995131372979,3.16988780637714,0.259335552992922,0.930638036059449,3.58170196933172,0.61181638849823,0.837176139543209,0.31049323687755,0.0240715589127314,0.000333563973352,0.0805219352862017,-0.14003572952945,0.0150825156046366,-0.013754533476967,0,-0.0025763534503175,4,0,20220531,1
